salesid;salespersonid;customerid;productid;quantity;discount;totalprice;salesdate;transactionnumber
91078;9;79147;195;21;;0;20180329;XDQK6HUE027XUS8JTKL6
91671;13;33319;236;9;;0;20180329;LQ86X3JGZ37E646IP26T
91758;17;22465;435;6;;0;20180329;S4A1URPG8RFMPETCR9PL
91870;4;96479;93;25;0.2;0;20180329;CXAM87Q1FFH682VLN2IW
91985;11;75351;328;20;;0;20180329;6W6RUHDD0XMWE64CFU0F
92052;22;15994;223;5;;0;20180329;8KK4WL8XPX5OMHT0CCKU
92193;18;94152;323;24;;0;20180329;DMCMKLTNM40199GM3LFE
92376;2;27835;53;8;;0;20180329;4MSQGI63WN4J2URLME4T
92377;12;64157;172;17;0.1;0;20180329;01WGL0K3VFTNCKKNH38I
92426;10;4789;224;2;;0;20180329;SPBQEF0EXRGL410LPFRX
92568;12;28329;202;8;;0;20180329;Z3FWU8UBNXYN60BYO3TV
92724;2;32103;87;9;;0;20180329;7LOOMHX0ZDE76U71DBTS
92840;5;72232;248;19;;0;20180329;DZDVE25QZQH17IHYJP6N
92900;4;25259;184;7;0.1;0;20180329;LFNF0U1T9GEODNZTB0D2
92963;11;54806;98;14;;0;20180329;EYCS2Y9AYZLVBCSCIZEW
93003;9;39736;436;11;;0;20180329;R1VQARH744Y6XTH9VYNM
93060;8;7618;308;2;;0;20180329;ESCON92XBWCEFF70EFQL
93339;19;44087;404;12;;0;20180329;3M6HKLRSVNLOVZXKI8CF
93492;16;69036;98;18;0.2;0;20180329;WKAML25OXZX6LH80YDL9
93494;20;43075;384;11;;0;20180329;FUDZXHV9RCWOL4N8HYEP
93575;8;69961;124;18;0.1;0;20180329;5KMEDQ4HGZD78NS62QYL
93810;5;89283;215;23;;0;20180329;RP6OOXSCP6RH5U9WWPVK
93909;9;72089;118;19;0.1;0;20180329;5UKPYX1NDAN0Y9QBT0PV
93930;20;61826;360;16;;0;20180329;0WT8DE45XUGOAYA0RCC3
93978;2;46485;258;12;;0;20180329;D5XO9ZO0DAQX7EEWO8IT
94010;16;63099;277;16;;0;20180329;KFFWE0OBQUIGI04JNQB8
94111;1;65514;60;17;;0;20180329;3HMGJD7UMV16J5A9JWD6
94194;1;2999;244;1;;0;20180329;JGZRUHIT3RIT9MEHO6Q0
94303;23;74111;413;19;0.2;0;20180329;2631IEIDC6PKHEVVD78P
94308;9;14934;365;4;;0;20180329;FOEV419V6J0BED5R16NH
94478;17;95855;169;25;;0;20180329;M3SQK9XFHLDO8AZ6JSMH
94479;6;22704;94;6;0.1;0;20180329;T87ZWADR6I3I93WT8PRQ
94508;14;58181;274;15;;0;20180329;10EYJ7WTM3HRLH9CDRUT
94623;3;24379;203;7;0.1;0;20180329;Y891IZVZ1LIZRZ1AI0XM
94670;17;3714;5;1;;0;20180329;PAT3V68H926G7DCAXY2C
94863;2;14495;135;4;;0;20180329;2PQCEHUVQ284XEWVRQHO
94873;21;36255;267;10;;0;20180329;QWT5MKT988FQOHIXD1OM
95084;17;20903;211;6;0.2;0;20180329;WK88GC3X4WAD9I8AKGLM
95193;22;97513;33;25;0.1;0;20180329;BZ00BJE8UQUH1DBXKHC9
95275;7;69344;379;18;;0;20180329;CYKVNIVGS4G641CIWRJA
95420;9;73164;356;19;;0;20180329;QXAQVNP0UVVHDWBICVFL
95449;7;1446;270;1;;0;20180329;QVPNR4RP4ODQMV1BWE6T
95612;5;31361;10;8;;0;20180329;42PNI0PVRIDO0CL1LA7W
95740;16;45893;282;12;;0;20180329;C7LUUXYIIBKFQ4WJCKBY
95793;20;56856;290;15;;0;20180329;9FNSIVSECP2YC0DBSI9W
95850;5;35156;58;9;;0;20180329;2NML8CBABKK1BT8D7MFQ
95877;5;49334;436;13;;0;20180329;W6YYPHWMVWRU0HK1CQNV
96015;7;27340;133;7;;0;20180329;UY0MXPBO7X6HEFPDBEUW
96265;11;17022;350;5;;0;20180329;6VQHNOCNC0R5Q9MVIBC0
96349;14;65296;353;17;;0;20180329;R8GFQN595WUPJNDUSO6I
96451;22;39599;56;11;;0;20180329;T0LGOYKLX6WPXKOVVDJE
96498;5;46006;174;12;;0;20180329;BF4R5S37BIOOO3B9C2YA
96837;17;25234;27;7;;0;20180329;7F2OVX58EAAI7PIIGLYS
96946;15;47514;104;13;;0;20180329;USYPMNSLW2OB2HP5EXGY
97118;19;38680;336;10;;0;20180329;2Q9F1YSFF4P05FZ38WCM
97157;11;10317;38;3;;0;20180329;R6E1CI7YGSIUF7A9ONF7
97288;5;15005;272;4;;0;20180329;TN5VXUQHE82IEITTR84S
97422;7;71823;167;19;;0;20180329;Q8334PFW80FC8GXP7Y93
97457;9;79374;433;21;;0;20180329;N340AWEOMJ95DCLI1QR6
97713;12;13014;34;4;0.1;0;20180329;D3LFCJAAQW6SMUFBLCHQ
97852;15;58246;231;15;;0;20180329;JT52E7MO1U323HKTADBC
97873;18;27814;22;8;;0;20180329;OQHW7KLAPAGH3H8QYJ3V
97921;9;72980;144;19;;0;20180329;S9R70G15UGHOHIMRC598
98028;23;82013;58;21;0.2;0;20180329;NJW2XMB1FWECG6O96TAA
98386;10;23334;437;6;;0;20180329;XVKG1JCWFQIH5EWK133Z
98546;16;81617;237;21;;0;20180329;GZURAQZQ1GPDE1DAS7FI
98691;6;24842;336;7;0.1;0;20180329;NTGNR2VXCME20VJW3X5F
98827;4;5309;405;2;;0;20180329;B9CCJI90RX5QTEVXI2S0
99060;21;65344;152;17;0.2;0;20180329;A94BKDFUWVLM6D37R0KR
99095;20;65855;416;17;;0;20180329;ETIR63URTZASLF8HBB11
99268;20;46677;185;12;0.1;0;20180329;0FISL2OSUMVPL1Q5G17E
99324;5;88793;438;23;;0;20180329;81CO7V5488P3XEPDS3B7
99355;23;86845;324;22;;0;20180329;ZWHVJF1CTV6XSJE94KR7
99442;6;5537;353;2;;0;20180329;5FS6WHNVR4VMTS8EC21O
99538;22;61561;84;16;;0;20180329;CBGGOGYOFA9G25A9P3X7
99768;12;14012;55;4;;0;20180329;BLXGMAKIUTK1D99CRZN9
99872;7;41647;62;11;;0;20180329;01C9NT9LTR3M4HN5EYXU
24;23;66030;324;17;;0;20180328;FWXXB3LA360PZJJMPCVH
89;20;47301;431;12;;0;20180328;WC21823LCWEMMZQTUOI8
143;23;18575;14;5;0.2;0;20180328;FEZ8IK3BZ2UDO3JDGE9W
496;14;96221;237;25;;0;20180328;8BIJBTFWD12RHY5OAGBQ
584;9;12836;119;4;;0;20180328;BW3BDO8AK6A9TLC56YAR
625;6;56410;28;15;;0;20180328;0B9Y7EP5XBX1XRL5LMR2
809;10;32789;98;9;0.2;0;20180328;QKPTS33HXQEWJVGV91OI
865;21;91705;219;24;0.2;0;20180328;2DMS4ZJO5BBDQ6ZFF0AD
1146;15;2656;271;1;;0;20180328;TQ8K8RLBWVJVS2W80TA4
1274;12;59586;331;16;;0;20180328;27E46C3NK4GSV6MPOULL
1490;23;43554;71;12;;0;20180328;S5TEVLOO4Q1PIUWYOCPW
1757;10;30141;281;8;0.2;0;20180328;9BJXTYPW1WWZC5UBJY34
2010;10;9780;52;3;;0;20180328;H18RJFGMUZVOC0F9T89O
2107;2;64396;239;17;;0;20180328;8GXIXM9EIJZ3WWPJCV95
2293;2;88680;304;23;;0;20180328;W8NB6FFICCUTIT0U3KQA
2411;7;56384;6;15;;0;20180328;LFZWKD2Z5MQX7J9YVE0J
2481;10;31551;321;8;;0;20180328;SJY06F66AY7WK18Z2N3D
2507;11;74772;328;19;0.2;0;20180328;LVNQPPDLJQA8F84VA0UE
2600;14;95625;235;25;0.1;0;20180328;RO80SIMEPGXITMA9X3H4
2640;15;51240;149;13;;0;20180328;S0GV60B69GN5UBQCASP1
3175;8;30540;359;8;;0;20180328;SAD765KL4T4J0GMMJJG7
3424;7;57373;452;15;;0;20180328;I8EBCFKTVI30DCWEOT4O
3496;18;82281;435;21;;0;20180328;Z768Y8LXERWY6JHTDXXJ
3746;19;14473;299;4;;0;20180328;KV4S2G6OJTL3GOKBAOVM
4154;17;72406;104;19;;0;20180328;7B1M77XBHNSP4S4V3OIS
4228;10;62506;213;16;0.2;0;20180328;W0W6LWPNQ79VZJZO5IKT
4283;17;35899;381;10;0.2;0;20180328;NPI980H3UQQ229ELYO6E
4446;8;52449;380;14;;0;20180328;U7R9DS1VX2KMJ96DM6S5
4563;3;45945;4;12;;0;20180328;Q4EDLRSSWFFT8AKSQM3K
4755;10;42364;444;11;;0;20180328;6R2KBGZPGGXDKLLISK63
4915;21;74810;263;19;;0;20180328;69SZSV9M7B10K9UN2OOL
4950;22;14434;428;4;;0;20180328;84K154988UKFTNNR0M80
5017;15;54212;427;14;;0;20180328;7DE4EG9YS7IJ0MEC069W
5025;23;34849;419;9;;0;20180328;QITJUNI7951J6XAUL4O5
5584;3;90213;286;23;0.2;0;20180328;12IIKQ4AB4UZV0RMCZJ5
5831;14;80095;303;21;;0;20180328;8IU89DY7XMMGOU0R4AH4
6071;14;5083;345;2;0.1;0;20180328;O79SG55P7EH2IXAR3Q09
6081;9;80337;213;21;;0;20180328;WJJ9VT4U4ZVEOQ69DQZT
6286;18;88302;256;23;;0;20180328;UFDKL7TCF9TM2A96T7H0
6345;16;36254;409;10;;0;20180328;NK1SRJSUG5HGI9OWBCOM
6438;12;61994;362;16;;0;20180328;OXFBWN2JCPG0HWIL4B83
6749;3;42087;194;11;;0;20180328;QWWV5070ESMJI7DXFB7P
6822;16;5535;272;2;;0;20180328;9CV5T0DJBWP5L1EXIKUX
6902;19;85241;194;22;;0;20180328;WRKM8NF9UMZIYD4R9VFQ
6993;15;45681;83;12;;0;20180328;AT980M6GZO3M7B9E00IY
7019;8;88222;118;23;;0;20180328;KLVGB07FH3PNEGNWISFO
7282;12;83595;384;22;;0;20180328;BH38VRS3MM5NBUY01IBI
7286;16;20236;4;6;;0;20180328;MQ56RKWI9VMX5DYD1SRC
7322;6;23686;104;6;;0;20180328;XB9ZCGW5W0RFGOSHZR6H
7510;12;53385;34;14;;0;20180328;D79NF98NS82NMUKN7IT4
7683;1;21301;232;6;;0;20180328;9EXE7RPQO9Q95K603I1O
7716;4;49630;249;13;;0;20180328;C7VM7I7ZKNCFRRKOT6U8
7842;22;7023;113;2;0.1;0;20180328;R8YTG847FGDOEF30SWMR
7857;16;47998;102;13;;0;20180328;DFMGYHA0WGHUP3W38283
8095;15;64514;308;17;;0;20180328;O7IAQ0I0WEWTZJULW5L2
8122;7;47430;127;13;0.2;0;20180328;EWTCYRVR74TRPXAIWV4D
8321;12;999;125;1;;0;20180328;X7BX7V3MTK4BG51C6LVS
8551;18;78204;386;20;;0;20180328;ZZYXJO8273SO02OWMACS
8601;13;16639;275;5;;0;20180328;USJT2MNO154CG0P649PW
8690;2;53649;117;14;;0;20180328;WIXVT0PMAH3CGB8JHUD6
8922;10;66878;259;17;;0;20180328;XMIP4MO2NDO7V5YTTIZC
9031;22;57199;236;15;;0;20180328;BHZWARJC7GLQM9Q7N04J
9044;11;49683;274;13;;0;20180328;FNSKOKBH1MZTE96MPUBE
9345;5;8182;425;3;;0;20180328;0ECGIFQT2TMZM7AIYNF9
9372;21;53473;6;14;;0;20180328;BA42HHZ4BY1W6EI2VF5Q
9426;15;23523;71;6;;0;20180328;EZCH84A1OPTKZTMVWHBQ
9439;22;58294;39;15;;0;20180328;LGJ090P9C7VDIFE69KRT
9812;20;24626;375;7;;0;20180328;KT6DR91QM38PD9ALKR7B
9991;20;70374;444;18;;0;20180328;7WZX0MADYZ2VUHR7WCXH
10208;6;86163;135;22;;0;20180328;ZEUV2KUGVW1FA7PA29HN
10284;15;38202;229;10;0.2;0;20180328;RDHCFX1V6I1WTD7RA4OA
10337;15;48601;125;13;;0;20180328;1BCSZ4D96DHP0K50CRH6
10379;6;79372;60;21;0.2;0;20180328;MT0CM4H0Q5VR4UPGP0FW
10733;21;32059;220;9;;0;20180328;59WRMRIHJD36DP5K56V0
10832;3;91152;75;24;;0;20180328;HMJIYGQPD21IQWSSTZ3F
10846;8;97654;221;25;;0;20180328;2KXIFCDBOL6CHH6L9YPQ
10960;2;16164;150;5;;0;20180328;B62DY0FMWI4EU97XDQ92
11032;22;17972;36;5;;0;20180328;ZJNMLJGT0K5XGQUOZ65B
11056;20;18310;325;5;0.1;0;20180328;1H7U5BSA9ZJFPZJVJ5YC
11081;7;66800;348;17;;0;20180328;LY0KR1GREG2PIFEVFMJJ
11181;17;84358;22;22;0.1;0;20180328;6KS9H5YD01B2UE41OEN4
11274;10;48291;40;13;;0;20180328;MSSBPF2S4H531WREGYSK
11363;8;46503;301;12;;0;20180328;Y0S8LUMJ3UJVOTPR9G8Z
11501;1;52662;149;14;;0;20180328;00EXFIGNETZ4UV0146FM
11513;21;35622;249;10;;0;20180328;6W8CHP0A41DW3ALAKAVR
11716;4;82572;161;21;;0;20180328;BD3GOH7PFUOIB52L3VRX
11797;6;84432;127;22;;0;20180328;2V8I132V2WGU8JNWBPO5
11829;5;2290;129;1;0.2;0;20180328;XCD6LAXQVCJ3D1C36OBW
11847;13;60784;88;16;;0;20180328;I95G5JZBPTCGV3CM6EZX
12069;11;92646;305;24;;0;20180328;WVN0CIYCS557AW95IYZV
12117;13;46159;169;12;;0;20180328;U9HS38WXXLLOT5RMW4XZ
12289;20;60484;358;16;;0;20180328;YKD6JL10M2VOR2NQ38V1
12694;11;45353;202;12;;0;20180328;TYCNBF6518KBXD0TPPKD
12839;12;48801;206;13;0.2;0;20180328;9MUBEB91YSRSOFKJC022
12951;8;82192;274;21;;0;20180328;IA133K338M4DADPGNDNI
13081;11;25647;208;7;;0;20180328;9GMXO2B11SRC93CYIVTQ
13098;17;98668;191;25;;0;20180328;B6NGV06ZUJOBZVRR0O8S
13324;19;56944;326;15;;0;20180328;PK8QG90X5M012PYHNM48
13507;1;63782;255;17;;0;20180328;FM9AXGM0D20STL8EOOCQ
13718;7;41511;58;11;;0;20180328;IOOK3IBCA7WLUQ0JKCX9
13789;16;11765;345;3;0.1;0;20180328;XLIUVZG2C0RLPIOBFYXV
13899;8;32961;389;9;0.2;0;20180328;R8OCLNWYDMWJZ0P24YI3
14003;16;19157;427;5;;0;20180328;0NRELYCFTKSNPMFIWWB5
14040;5;60461;333;16;;0;20180328;E0Q1GDPW3PNDJL8HQ4XI
14623;1;54380;395;14;;0;20180328;IR8C95AIUI72ML1S574U
14683;6;17973;268;5;;0;20180328;USLLZ9COI86SMN6ZZWP2
14942;12;19438;121;5;;0;20180328;1S3YDVIKJUG0Y45A7RES
15033;6;40229;77;11;;0;20180328;PYLZ64OC1TJDMJATQX3N
15180;7;94390;440;24;;0;20180328;CCECFU7SM6SWTCRMOYXU
15261;20;35567;58;10;0.1;0;20180328;70N1RUPXGDNULSKAYAJI
15618;14;89066;174;23;;0;20180328;IWYGMKVO4OG7RDYBWEDW
15743;19;41512;394;11;;0;20180328;5LH8F0GZHQFNJCI5HM7Q
15951;20;85017;386;22;;0;20180328;X2IRV1ZJ8V823E65SXVC
15995;6;63185;338;16;;0;20180328;UX8051UGVSK6NAUZER65
16016;13;16703;49;5;0.1;0;20180328;Q9Q6ZKAGUZZ7N4RRBSY3
16310;6;66234;155;17;;0;20180328;YQV6SSU6192ZTLYJ55P6
16437;8;22606;51;6;;0;20180328;PY7OC09IGA6TUDT9HI20
16484;20;21930;124;6;;0;20180328;HLCDXVDITKI8E8RI74KG
16522;13;5781;387;2;;0;20180328;7ZSLYZWK53FXKCIJGTOF
16727;18;5063;231;2;;0;20180328;238F0A0YNA9O8POX61A9
16746;22;83081;105;22;0.1;0;20180328;O0ORKPVD2FTG09GLAL5C
16913;22;19584;254;5;;0;20180328;0IV9TCAE9GVG5QEOB7R5
16976;7;53353;433;14;;0;20180328;BAZ3YBT2XFARM8VXW0AO
17067;15;9584;375;3;0.2;0;20180328;NYNW7497NYQRU9QOESKK
17218;6;14650;240;4;;0;20180328;479666R1YTL1U07DD5K0
17343;22;61653;70;16;;0;20180328;Y1K7WEWR7YGUV95PNH39
18090;23;57387;442;15;;0;20180328;9Q3BQAMCWVGUFX53CSG2
18115;4;58905;352;15;;0;20180328;1W77Q3ZGVEE5A4RQ0X8O
18303;12;15252;68;4;;0;20180328;P9A0U11XKK570U4ZQY76
18319;11;78513;148;20;;0;20180328;Y328SVUX26VPOQXM4KZQ
18469;17;68406;288;18;;0;20180328;GARQH3GO68LB2GF3HUOH
18882;5;24169;366;7;;0;20180328;ZSBRNXLDWITKPOO6HXP4
19211;10;79770;396;21;;0;20180328;2GEJ86HM2V0QD9R2MALV
19437;15;43584;59;12;0.2;0;20180328;MSI9LWXPKA2A30PZQFJZ
19458;17;36150;381;10;0.2;0;20180328;VMCXW88HOSMVBOF3DDR6
20129;18;12909;95;4;;0;20180328;1O94LF1JF0REB60KSK1L
20272;14;17078;238;5;0.1;0;20180328;DBIM212YL6ZTZKW0PPQO
20409;7;98327;264;25;;0;20180328;SQ35RD3W3NH8K4V5Z5TN
20522;10;38555;175;10;;0;20180328;3ZDBXKKRR7DTUM4PU8A2
20572;8;50313;137;13;;0;20180328;LW0ALFL2LWPN5E0PES0V
20624;13;8625;178;3;;0;20180328;VTAGJSYUBQE3BQGBZJ99
20709;15;25696;327;7;;0;20180328;7JS39143VGC4JHQHDDAP
20863;8;34913;185;9;0.1;0;20180328;3TIRCP6CE29OCP6J270J
21137;2;32880;93;9;0.2;0;20180328;9N3R9UBKI6ASQ2GM4UAS
21180;4;54088;292;14;;0;20180328;HLQMK3CU1OWQ0QY8FF5T
21204;7;90912;397;24;;0;20180328;7UDUFOWVUDY1UDHA5IBB
21285;1;19811;216;6;;0;20180328;1D9BN2WY1VB4YT7E7UIU
21309;1;27328;295;7;;0;20180328;JX1MBV6U84URHEZJPVY8
21517;17;86381;277;22;0.1;0;20180328;GOKLX6EQUX9IRVWPFX23
21764;16;70635;136;18;;0;20180328;VMEHZKT6C3JQVK9BYENS
21850;3;64140;211;17;;0;20180328;2ZQTV4J8KM2FLHLLBGFA
21878;7;63234;306;17;;0;20180328;XUTNSVKUSL72G1P4NUQX
21888;1;62149;253;16;;0;20180328;FABKD7KAPV5N8P45686W
21927;10;21414;205;6;;0;20180328;SQGL8AXK1RRH8YYDWBHX
22038;12;16868;293;5;;0;20180328;YHQM5F8LTOSV8RX9R53G
22085;11;79992;148;21;;0;20180328;FG0ABGTKKONJ02ICW0V1
22477;12;16576;66;5;;0;20180328;SYXV4F042H9L7RKHI44X
22552;12;82429;379;21;;0;20180328;UDTXQLHVLMTR55N2XMXR
22561;4;24980;397;7;;0;20180328;RW6HEFTR4CNCKKTN9OZB
22616;19;93924;310;24;;0;20180328;FOQHADFEV96HM5B5C1UF
22677;3;74649;114;19;0.1;0;20180328;CW44R4OLVMP6EU9BKYYK
22711;3;92914;302;24;;0;20180328;5P669SWG1WUML3T2WTNN
22723;22;75117;450;20;;0;20180328;KSL3LENJM3ZI35DTSE93
22876;1;3393;30;1;;0;20180328;9IQVG4CLSRRU1PP7EMAL
22955;13;29387;206;8;0.1;0;20180328;KGLAQ40BD1XFHAEEV0T0
23018;12;4457;173;2;;0;20180328;HJTRMUUOUW81PDHA4T7P
23088;13;26502;389;7;;0;20180328;6J8204T7I1KSY4PBGK86
23216;3;46354;5;12;;0;20180328;DKF5A7E2KHB8GY9VX252
23258;16;57934;441;15;;0;20180328;YMGD2QGH8YPSQU5JUZ37
23694;20;66447;424;17;;0;20180328;2PS7HPITGHKUHTUOJU6T
23725;15;88791;358;23;;0;20180328;N67DUK9MGYTHLXCXJ0TX
23736;9;22697;221;6;;0;20180328;P31G7JF3S5XVX9T0H70H
23784;3;60934;385;16;;0;20180328;HH5BOTJTKT23KTCO3MSL
23815;23;45323;318;12;0.1;0;20180328;7DZUAWKKA9H96GB2CBMP
23851;16;7686;317;2;;0;20180328;1SWWGB8RYSNNZMS99U90
23878;16;94646;401;24;;0;20180328;MS4CX7MLH4BRH9J5V7EN
23925;10;75277;357;20;;0;20180328;EN072GCF6VLIY64VZ4FD
24039;5;24921;370;7;;0;20180328;41YZB579KDBUO4UQH39B
24099;14;9572;167;3;;0;20180328;71EMTJ7FSKU9DPEP8NGZ
24380;12;76901;101;20;;0;20180328;UXR4GORI6BJNAJPCEMH8
24599;11;92429;308;24;;0;20180328;BFNQCYJLD1N61CGN4HKP
24606;4;59745;134;16;;0;20180328;7UK0POOALYJPZNMSA860
24625;21;15487;17;4;;0;20180328;QLOSNWLCMF7LX9I8JNMX
24816;19;74647;317;19;;0;20180328;T6DJ0CQO4WKJ6MY84J4P
24872;4;6047;190;2;0.1;0;20180328;1SBDVFHK8TGJV6Z3DCYW
24985;13;67425;163;18;;0;20180328;3I6DYYJY8X2J7FSLQ6ST
25008;3;30955;47;8;0.1;0;20180328;I0VR3A9IWP739YYAF4UP
25100;6;24200;342;7;;0;20180328;1TMXP0SFV0PGWQ9BDEHU
25162;19;81133;144;21;0.2;0;20180328;6ZU4HA2136OKOZG3A0IR
25349;2;86388;271;22;;0;20180328;FI8VKC4LV8AGPTK27F8B
25364;12;802;109;1;;0;20180328;YOO6S8CI61U3FAHK8I97
25739;4;34726;286;9;;0;20180328;SCE1W9XGJXEJL0D0UFL3
25811;10;97001;368;25;0.2;0;20180328;H64NMAEJZ77Q8ZU3VYAA
25844;12;27706;434;8;0.2;0;20180328;FE57SMLXRQZVUFAFC4TH
25853;7;14977;216;4;0.2;0;20180328;VI3B35DDWS3EMLUXOBRY
26071;12;56127;301;15;0.1;0;20180328;4XCHYYRKE7DP6Z8UTGK0
26184;20;71490;256;19;;0;20180328;HSSSZ0ESJKOSTPLGJLRY
26188;12;44764;406;12;0.2;0;20180328;Y8B9YQWZH279UW5MC4YD
26301;14;15722;14;4;0.2;0;20180328;KBC9PYQDXJ0DEVJDE65O
26376;2;52139;317;14;0.2;0;20180328;O4NQX2JX4W6R5ND3LXIL
26433;4;12494;39;4;;0;20180328;QIQD5B5O49KX0JLF5VB6
26554;3;82614;417;21;;0;20180328;F7STGVFLBJ62EBV5RC93
26563;10;61753;186;16;0.2;0;20180328;Z7WOZ67ASDMNHWN8RMQE
26624;15;61327;58;16;;0;20180328;PX5JQA0OTQTNYAU8M4XN
26677;15;38053;223;10;0.2;0;20180328;A3OYK6AN0TX267XNS6TI
26751;19;74712;313;19;0.1;0;20180328;3ELTMDPM46F0DQIO5YZB
26780;23;60733;259;16;0.1;0;20180328;0THXBX8I93BWTZJZYLEK
26783;9;25353;28;7;0.2;0;20180328;VK2WY21DR85FAIETEVX4
26861;16;58045;216;15;;0;20180328;X18NDJ0MX8TYYZCC05P9
26955;2;72816;340;19;;0;20180328;KNBD749LV653H77IMYEI
27016;18;86707;239;22;;0;20180328;D03AOAYZXP3T8OIL3HVF
27484;5;26650;183;7;0.1;0;20180328;5GLZ6PIH8W1HSJ17PZ6Q
27641;1;92335;142;24;;0;20180328;4SGX1U3S01XROLBF0GS7
27819;23;20;228;1;;0;20180328;2ZL63RJ1MHX55W251FL0
27842;16;40340;449;11;;0;20180328;8C1BH8RURJHPUOV37AF5
27994;23;37530;2;10;;0;20180328;9P6HYM7RM3Y2CNDFDLDC
28398;3;40590;167;11;;0;20180328;4HSNGZ1INU0O7WWT70HR
28459;13;7705;166;2;;0;20180328;6UN7E6R5V4OHWMJAQQDJ
28538;17;14884;377;4;;0;20180328;H9SQD0XOD58CCOAURU2M
28768;10;48292;34;13;;0;20180328;OFAWHR5I9EMOMC0BSBV1
28905;17;40980;443;11;;0;20180328;9UMA7D63C895DA6IIAMT
29082;6;60597;73;16;;0;20180328;GZ463D5CFEG6ZA19MB7D
29110;5;24595;371;7;;0;20180328;GOJ1MFVU9Z9E2W1WJX3J
29215;8;18758;440;5;0.1;0;20180328;5VD6LXU9IUZ6SBXI0EOO
29217;14;34681;448;9;;0;20180328;OTXCPUF85L9LRGJO3A5K
29456;8;7860;319;2;;0;20180328;WSVV8HD0N8IWAE4DGC3Y
29556;18;69470;62;18;0.1;0;20180328;AIWZK1ZF0KRHY0XTBYQ7
29613;17;91753;352;24;;0;20180328;UCGF47KAAZJ708GMNALB
29935;19;14987;82;4;;0;20180328;6OC1EYEC9RRPA59CAIJJ
30111;8;15518;176;4;;0;20180328;VRWNNRM9OJJGJTL9NK0A
30114;8;24047;273;7;0.1;0;20180328;MBHVJWI549667HUO44BC
30121;14;6692;368;2;;0;20180328;CP7JJWU2VUG2ILHYN6I8
30127;14;15283;18;4;;0;20180328;79XMX08PVY97ZT7Y757O
30331;18;59803;162;16;0.1;0;20180328;C89O37R5ADG7OV7NEDJF
30413;7;60881;57;16;;0;20180328;7LUPFHONTZI3R9QQWRIX
30555;19;70258;26;18;;0;20180328;HUFR6BGEARN1OMCI0T63
30989;11;44035;412;12;;0;20180328;1BQR78OVIMIX68W2QCCK
31002;17;76300;150;20;0.1;0;20180328;E7NSD9WWLG2K27QCDI1G
31091;2;11462;81;3;;0;20180328;9Q09U72FSVX9WWUX4MMK
31115;3;69483;43;18;;0;20180328;NAHAWN8SE7SW9QZG51Q5
31295;16;25116;67;7;;0;20180328;CS3KP7AVCVHF8LAXPY4L
31422;15;2967;274;1;;0;20180328;CN0XP6GFUNJL1Q9BSV0G
31480;1;22505;16;6;;0;20180328;JI2QF8JKXFXDENS9URET
31538;14;21176;71;6;;0;20180328;B8001H02AXZE6YROYH02
31564;18;57502;147;15;0.1;0;20180328;LRVYILHFIDU1GOUNQN6K
31580;19;72930;299;19;;0;20180328;YQS0FRSQHHD7C9ED9FAM
32356;22;40172;273;11;;0;20180328;Y0IQM8TTKB81X4ZB4PO3
32394;21;6718;370;2;;0;20180328;Y0EEIZR7RZMZK48COYKO
32695;9;86671;52;22;0.1;0;20180328;3NV0VSWY2XD9K1ED2P4N
32786;23;20754;246;6;;0;20180328;81M1CYKDBMP9NNJ2U0N1
33041;21;51803;227;14;;0;20180328;VL5P9P7KLJK5G9FVE21Q
33050;6;81601;332;21;;0;20180328;481B0TQ1KVRG32XUZLRZ
33113;11;9785;20;3;;0;20180328;33GVEAIZE4IL86QOFWAT
33265;12;21697;350;6;;0;20180328;QEF52Y8MQ03T5MJF35ZD
33283;2;80543;428;21;;0;20180328;VMML5VH32PJMWCRM1W5T
33474;4;80323;151;21;;0;20180328;KWUEM615XHEZ269JXAD7
33702;12;84171;401;22;;0;20180328;9AKL879U1LUTBMZ6NGPD
33941;16;44757;57;12;;0;20180328;LUWMHRGOPIAKWWVR9YA7
33952;19;23941;194;7;;0;20180328;0F18LN8YPXF1SUQE7XVE
34392;21;58160;60;15;0.1;0;20180328;Z5GR6H8DSZJ3CFOMVQQ8
34520;20;37333;90;10;0.1;0;20180328;KPBIHUMQ17SSP5JUVIW7
34552;18;40570;164;11;;0;20180328;A9NGQ4UJ0WUCGO9VVDIJ
34563;21;64585;142;17;;0;20180328;UKX9QF0TIV7QDX65IK6V
34577;1;84247;285;22;;0;20180328;F73CECBIUBZ2CLAWZJ3V
35069;20;31919;4;9;;0;20180328;EFKBU4S91UVGCYTBQH1J
35333;17;91650;329;24;;0;20180328;RCQWLGMF8HEWT4WG5WZN
35398;14;25630;124;7;;0;20180328;YM61PNFO1LK4XKFTHW2F
35419;4;15569;61;4;;0;20180328;Y56ZERKNUIT7IRUUZO76
35440;14;65874;342;17;;0;20180328;7D1NTCYXT26KNH3ZZE31
35512;17;19545;194;5;;0;20180328;3XD7IVWM7ESUCZV9EZK2
35617;10;4286;8;2;;0;20180328;XOJML86BBTDMHPVSLNU3
35774;13;28496;422;8;0.1;0;20180328;XFXLZG9BEOZLLGKTLNNP
35875;10;78869;405;20;;0;20180328;DB7CILI398ETVWCDWO98
35959;4;1839;144;1;;0;20180328;1NJROGIYHTUC7SDLWG19
36294;9;57094;408;15;;0;20180328;4ZOA1FLN7AIP8D8RPH64
